Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date
Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,10/25/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES2895.00,10/25/2015 0:00
Cereals,Dry Maize,Bag,90,KES2669.00,11/25/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2599.00,11/25/2015 0:00
Cereals,Finger Millet,Bag,90,KES6687.00,11/25/2015 0:00
Cereals,Sorghum,Bag,90,KES3671.00,11/25/2015 0:00
Cereals,Wheat,Bag,90,KES3509.00,11/25/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6109.00,11/25/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6200.00,11/25/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5746.00,11/25/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5811.00,11/25/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES11256.00,11/25/2015 0:00
Legumes,Green Gram,Bag,90,KES10033.00,11/25/2015 0:00
Legumes,Cowpeas,Bag,90,KES6230.00,11/25/2015 0:00
Legumes,Fresh Peas,Bag,51,KES2967.00,11/25/2015 0:00
Legumes,Groundnuts,Bag,110,KES12881.00,11/25/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3566.00,11/25/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES3770.00,11/25/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2101.00,11/25/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES3000.00,11/25/2015 0:00
Cereals,Dry Maize,Bag,90,KES2610.00,12/25/2015 0:00
Cereals,Green Maize,Ext Bag,115,KES2535.00,12/25/2015 0:00
Cereals,Finger Millet,Bag,90,KES6469.00,12/25/2015 0:00
Cereals,Sorghum,Bag,90,KES3776.00,12/25/2015 0:00
Cereals,Wheat,Bag,90,KES3768.00,12/25/2015 0:00
Legumes,Beans Canadian,Bag,90,KES6031.00,12/25/2015 0:00
Legumes,Beans Rosecoco,Bag,90,KES6123.00,12/25/2015 0:00
Legumes,Beans Mwitemania,Bag,90,KES5727.00,12/25/2015 0:00
Legumes,Mwezi Moja,Bag,90,KES5715.00,12/25/2015 0:00
Legumes,Dolichos (Njahi),Bag,90,KES12622.00,12/25/2015 0:00
Legumes,Green Gram,Bag,90,KES9962.00,12/25/2015 0:00
Legumes,Cowpeas,Bag,90,KES6239.00,12/25/2015 0:00
Legumes,Fresh Peas,Bag,51,KES3582.00,12/25/2015 0:00
Legumes,Groundnuts,Bag,110,KES12986.00,12/25/2015 0:00
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2805.00,12/25/2015 0:00
Roots & Tubers,White Irish Potatoes,Bag,110,KES2885.00,12/25/2015 0:00
Roots & Tubers,Cassava Fresh,Bag,99,KES2097.00,12/25/2015 0:00
Roots & Tubers,Sweet Potatoes,Bag,98,KES3067.00,12/25/2015 0:00
